,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
444,421,Jalen Suggs,PG,21,ORL,14,13,28.9,4.6,11.1,.419,1.4,4.9,.294,3.2,6.2,.517,.484,1.6,2.5,.657,1.1,2.2,3.3,5.4,1.6,0.6,3.4,3.1,12.4,2023
445,422,Edmond Sumner,SG,27,BRK,31,9,14.9,2.5,5.4,.458,0.5,1.8,.281,1.9,3.5,.550,.506,1.7,1.8,.929,0.3,1.1,1.5,1.5,0.8,0.2,1.0,1.6,7.1,2023
446,423,Cole Swider,SF,23,LAL,1,0,2.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2023
447,424,Jae'Sean Tate,SF,27,HOU,3,2,22.7,3.3,6.7,.500,0.7,1.7,.400,2.7,5.0,.533,.550,1.0,1.3,.750,2.7,1.7,4.3,3.3,1.0,0.0,1.7,5.0,8.3,2023
448,425,Jayson Tatum,PF,24,BOS,34,34,36.9,10.2,21.6,.473,3.3,9.4,.354,6.9,12.2,.565,.550,7.3,8.5,.858,1.1,7.0,8.1,4.0,1.1,0.9,2.6,2.1,31.0,2023
449,426,Terry Taylor,SG,23,IND,18,2,7.7,0.7,1.9,.382,0.1,0.6,.200,0.6,1.3,.458,.412,0.2,0.3,.800,0.6,0.7,1.3,0.3,0.1,0.2,0.2,0.7,1.8,2023
450,427,Garrett Temple,SG,36,NOP,12,0,8.1,0.8,2.2,.385,0.5,1.3,.375,0.3,0.8,.400,.500,0.3,0.3,.750,0.2,0.6,0.8,0.4,0.7,0.1,0.3,0.8,2.4,2023
451,428,Dalen Terry,SG,20,CHI,14,0,3.7,0.3,0.9,.308,0.1,0.3,.250,0.2,0.6,.333,.346,0.2,0.3,.750,0.0,0.3,0.3,0.5,0.1,0.1,0.3,0.3,0.9,2023
452,429,Cam Thomas,SG,21,BRK,26,0,13.7,2.0,5.1,.398,0.4,1.2,.367,1.6,4.0,.408,.440,1.8,2.3,.783,0.1,1.2,1.3,1.4,0.3,0.1,0.8,0.8,6.3,2023
453,430,Klay Thompson,SG,32,GSW,29,29,31.6,6.9,17.1,.402,3.8,10.0,.379,3.1,7.1,.434,.513,1.6,1.8,.885,0.6,3.2,3.8,2.5,0.7,0.4,1.7,1.9,19.1,2023
454,431,JT Thor,PF,20,CHO,24,0,10.4,0.8,2.5,.328,0.3,1.4,.182,0.6,1.2,.500,.377,0.5,0.6,.733,0.5,1.2,1.6,0.5,0.3,0.3,0.5,0.7,2.4,2023
455,432,Matisse Thybulle,SG,25,PHI,31,6,11.5,0.9,2.2,.433,0.5,1.3,.359,0.5,0.9,.536,.537,0.1,0.2,.500,0.3,0.9,1.2,0.4,0.7,0.3,0.2,1.3,2.4,2023
456,433,Xavier Tillman Sr.,PF,24,MEM,19,0,9.3,1.7,2.6,.653,0.2,0.4,.429,1.5,2.2,.690,.684,0.3,0.8,.375,1.1,1.2,2.3,0.4,0.3,0.4,0.4,0.8,3.8,2023
457,434,Isaiah Todd,PF,21,WAS,4,0,3.3,0.3,1.0,.250,0.0,0.8,.000,0.3,0.3,1.000,.250,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2023
458,435,Obi Toppin,PF,24,NYK,25,0,17.1,2.9,6.8,.421,1.4,3.9,.351,1.5,3.0,.514,.520,0.6,0.7,.824,0.6,3.2,3.8,1.0,0.4,0.2,0.8,1.1,7.7,2023
459,436,Juan Toscano-Anderson,SF,29,LAL,16,1,10.9,0.9,2.0,.469,0.2,0.8,.250,0.8,1.3,.600,.516,0.3,0.4,.714,0.3,1.9,2.2,0.7,0.3,0.2,0.6,1.4,2.4,2023
460,437,Karl-Anthony Towns,PF,27,MIN,21,21,33.8,7.3,14.4,.505,1.8,5.6,.325,5.5,8.9,.618,.568,4.4,5.0,.885,1.7,6.5,8.2,5.3,0.8,0.7,3.1,3.9,20.8,2023
461,438,Gary Trent Jr.,SG,24,TOR,29,19,31.2,6.1,13.8,.441,2.4,6.8,.357,3.7,7.1,.522,.529,2.8,3.6,.796,0.4,1.7,2.1,1.4,1.6,0.2,1.1,1.6,17.4,2023
462,439,P.J. Tucker,PF,37,PHI,34,34,28.1,1.3,3.0,.426,0.6,1.7,.386,0.6,1.3,.477,.535,0.3,0.4,.833,1.3,3.0,4.3,0.9,0.6,0.3,0.9,2.6,3.5,2023
463,440,Myles Turner,C,26,IND,31,31,29.4,5.9,10.7,.548,1.6,3.9,.408,4.3,6.8,.627,.622,3.4,4.4,.778,1.4,6.4,7.8,1.5,0.6,2.1,1.6,3.4,16.7,2023
464,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2023
465,441,Jonas Valančiūnas,C,30,NOP,36,36,24.3,5.3,10.2,.516,0.6,1.8,.348,4.6,8.3,.553,.548,2.4,2.8,.842,2.9,6.4,9.3,1.8,0.4,0.5,1.9,3.0,13.5,2023
466,442,Jarred Vanderbilt,PF,23,UTA,37,35,24.8,3.4,5.9,.568,0.4,1.1,.366,3.0,4.8,.615,.602,1.1,1.5,.684,2.5,5.5,7.9,2.8,1.2,0.2,1.4,2.7,8.2,2023
467,443,Fred VanVleet,PG,28,TOR,28,28,36.7,5.9,15.5,.382,2.8,8.4,.331,3.1,7.1,.442,.471,3.8,4.4,.877,0.5,3.4,3.9,6.1,1.6,0.5,1.9,2.7,18.5,2023
468,444,Devin Vassell,SG,22,SAS,28,23,31.5,7.2,16.1,.447,2.8,7.0,.403,4.4,9.1,.480,.534,2.4,3.0,.800,0.2,3.8,4.0,3.6,1.3,0.4,1.6,1.5,19.6,2023
469,445,Gabe Vincent,PG,26,MIA,23,1,24.3,3.2,8.1,.392,1.4,4.7,.296,1.8,3.4,.526,.478,0.9,1.1,.840,0.4,1.7,2.0,2.8,0.8,0.1,1.3,2.6,8.7,2023
470,446,Noah Vonleh,C,27,BOS,21,1,7.8,0.5,1.1,.458,0.0,0.2,.250,0.5,1.0,.500,.479,0.1,0.1,1.000,0.8,1.4,2.2,0.3,0.1,0.4,0.5,1.6,1.2,2023
471,447,Nikola Vučević,C,32,CHI,36,36,32.8,6.6,13.2,.504,1.7,4.6,.366,5.0,8.6,.577,.568,1.6,1.9,.843,2.1,8.3,10.4,2.9,0.7,0.9,1.8,2.1,16.6,2023
472,448,Dean Wade,PF,26,CLE,17,9,24.1,2.2,4.9,.452,1.4,3.3,.411,0.9,1.6,.536,.589,0.5,0.8,.692,0.6,3.5,4.1,1.0,0.7,0.4,0.4,2.5,6.4,2023
473,449,Franz Wagner,SF,21,ORL,37,37,33.3,7.2,15.0,.480,1.5,4.4,.344,5.7,10.6,.537,.531,3.9,4.5,.874,0.9,3.1,4.0,3.5,0.8,0.2,2.2,2.3,19.9,2023
474,450,Moritz Wagner,C,25,ORL,18,14,25.4,4.2,8.6,.494,1.0,3.4,.295,3.2,5.2,.624,.552,3.0,3.3,.900,1.9,4.7,6.6,2.2,0.9,0.3,1.6,3.1,12.4,2023
475,451,Ish Wainright,SF,28,PHO,20,1,14.2,1.2,3.1,.387,0.9,2.3,.391,0.3,0.8,.375,.532,0.2,0.4,.571,1.2,1.1,2.2,0.9,0.7,0.3,0.3,2.0,3.5,2023
476,452,Jabari Walker,SF,20,POR,19,0,7.6,0.7,1.9,.361,0.2,0.6,.273,0.5,1.3,.400,.403,0.2,0.3,.667,0.7,1.3,2.0,0.5,0.1,0.2,0.3,0.9,1.7,2023
477,453,Kemba Walker,PG,32,DAL,7,1,19.6,3.1,7.7,.407,1.0,3.9,.259,2.1,3.9,.556,.472,2.4,3.0,.810,0.4,1.9,2.3,2.7,0.0,0.3,0.6,1.4,9.7,2023
478,454,Lonnie Walker IV,SG,24,LAL,32,32,29.8,5.3,11.7,.455,2.1,5.4,.384,3.3,6.3,.515,.543,2.0,2.3,.875,0.3,2.0,2.3,1.4,0.8,0.3,1.0,1.7,14.7,2023
479,455,John Wall,PG,32,LAC,29,3,22.1,4.2,10.0,.416,1.0,3.4,.306,3.1,6.7,.472,.467,2.3,3.5,.673,0.4,2.2,2.6,5.3,0.9,0.3,2.4,1.7,11.7,2023
480,456,T.J. Warren,SF,29,BRK,12,0,19.9,4.0,7.6,.527,0.6,1.8,.318,3.4,5.8,.594,.566,1.0,1.2,.857,0.9,2.7,3.6,1.7,0.7,0.3,0.7,1.7,9.6,2023
481,457,Duane Washington Jr.,SG,22,PHO,20,0,11.1,2.9,7.2,.399,1.1,3.3,.333,1.8,3.9,.455,.476,0.2,0.5,.444,0.1,1.1,1.1,1.6,0.2,0.1,0.8,0.6,7.0,2023
482,458,P.J. Washington,PF,24,CHO,36,36,31.8,5.6,13.2,.425,1.9,5.5,.340,3.8,7.7,.486,.496,1.9,2.4,.795,1.1,3.8,4.8,2.3,0.8,1.1,1.6,2.5,15.0,2023
483,459,TyTy Washington Jr.,PG,21,HOU,10,0,10.7,1.5,4.2,.357,0.3,1.9,.158,1.2,2.3,.522,.393,0.3,0.6,.500,0.1,1.4,1.5,1.4,0.4,0.0,0.1,1.0,3.6,2023
484,460,Yuta Watanabe,SF,28,BRK,23,0,19.5,3.0,5.3,.557,1.6,3.0,.514,1.4,2.3,.615,.705,0.5,0.7,.706,0.7,2.3,3.0,1.0,0.6,0.4,0.4,1.6,8.0,2023
485,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2023
486,461,Lindy Waters III,SG,25,OKC,11,0,11.8,1.2,3.4,.351,1.1,3.2,.343,0.1,0.2,.500,.514,0.2,0.3,.667,0.3,1.2,1.5,0.7,0.4,0.1,0.3,0.9,3.6,2023
487,462,Trendon Watford,PF,22,POR,26,2,17.3,2.0,3.5,.567,0.3,0.8,.381,1.7,2.7,.623,.611,1.3,1.7,.767,0.7,3.3,4.0,1.7,0.5,0.1,0.9,1.8,5.5,2023
488,463,Peyton Watson,SG,20,DEN,6,0,2.5,0.5,1.5,.333,0.0,0.2,.000,0.5,1.3,.375,.333,0.0,0.0,,0.3,0.2,0.5,0.0,0.0,0.0,0.0,0.2,1.0,2023
489,464,Blake Wesley,SG,19,SAS,2,0,11.5,3.0,4.5,.667,1.0,1.5,.667,2.0,3.0,.667,.778,1.0,2.0,.500,0.5,0.5,1.0,2.0,0.0,0.0,1.0,1.5,8.0,2023
490,465,Russell Westbrook,PG,34,LAL,33,3,28.1,5.4,13.2,.410,1.1,3.9,.279,4.3,9.3,.464,.451,2.7,4.0,.679,1.2,5.2,6.3,7.8,1.0,0.5,3.5,2.3,14.6,2023
491,466,Coby White,PG,22,CHI,28,0,20.1,2.8,6.7,.417,1.5,4.4,.347,1.3,2.3,.556,.532,0.8,1.0,.786,0.2,2.2,2.4,1.8,0.7,0.1,0.9,1.6,7.9,2023
492,467,Derrick White,SG,28,BOS,36,29,26.4,3.4,7.5,.448,1.5,4.0,.375,1.9,3.5,.532,.548,1.8,2.0,.863,0.6,2.5,3.1,3.1,0.8,0.8,1.0,2.4,10.0,2023
493,468,Jack White,SF,25,DEN,8,0,3.3,0.1,0.8,.167,0.0,0.3,.000,0.1,0.5,.250,.167,0.0,0.0,,0.3,0.4,0.6,0.0,0.1,0.3,0.0,0.5,0.3,2023
494,469,Aaron Wiggins,SG,24,OKC,27,6,18.9,2.3,5.0,.470,0.7,1.8,.375,1.7,3.2,.523,.537,1.0,1.3,.794,1.0,2.6,3.7,1.4,0.6,0.1,0.9,1.6,6.3,2023
495,470,Andrew Wiggins,SF,27,GSW,22,22,32.8,7.4,14.5,.511,3.0,6.8,.450,4.4,7.7,.565,.616,1.2,2.0,.628,1.5,3.6,5.1,2.2,1.4,0.8,1.4,2.9,19.1,2023
496,471,Alondes Williams,SG,23,BRK,1,0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2023
497,472,Grant Williams,PF,24,BOS,35,14,27.8,3.1,6.0,.517,1.7,3.7,.443,1.5,2.3,.638,.654,1.1,1.4,.833,1.1,3.7,4.7,1.7,0.8,0.3,0.9,2.5,9.0,2023
498,473,Jalen Williams,SG,21,OKC,32,19,27.4,4.5,8.8,.514,0.8,2.6,.305,3.8,6.3,.600,.559,1.6,2.1,.758,0.7,2.9,3.7,2.6,0.7,0.4,1.7,2.5,11.4,2023
499,474,Jaylin Williams,PF,20,OKC,9,2,11.4,0.9,2.8,.320,0.1,0.9,.125,0.8,1.9,.412,.340,0.6,0.9,.625,0.9,2.4,3.3,1.0,0.3,0.1,0.6,2.0,2.4,2023
500,475,Kenrich Williams,PF,28,OKC,28,3,21.4,3.0,5.6,.525,0.7,2.0,.364,2.3,3.7,.612,.589,0.4,0.8,.455,1.8,2.6,4.4,1.5,0.6,0.3,0.4,2.0,7.0,2023
501,476,Mark Williams,C,21,CHO,7,0,11.9,2.9,4.3,.667,0.0,0.0,,2.9,4.3,.667,.667,1.6,2.0,.786,1.7,3.4,5.1,0.6,0.7,0.6,1.1,1.7,7.3,2023
502,477,Patrick Williams,PF,21,CHI,36,35,28.4,3.6,7.9,.456,1.3,3.3,.407,2.3,4.6,.491,.540,0.9,1.0,.914,1.0,3.0,4.0,1.3,0.6,0.9,1.4,2.0,9.4,2023
503,478,Robert Williams,C,25,BOS,6,0,18.8,3.5,4.3,.808,0.0,0.0,,3.5,4.3,.808,.808,1.3,1.7,.800,3.5,4.0,7.5,1.2,0.5,1.2,1.0,1.8,8.3,2023
504,479,Vince Williams Jr.,SG,22,MEM,6,0,6.7,0.5,1.8,.273,0.2,1.3,.125,0.3,0.5,.667,.318,0.0,0.0,,0.2,0.7,0.8,0.3,0.7,0.2,0.0,0.8,1.2,2023
505,480,Ziaire Williams,SF,21,MEM,10,0,17.1,2.0,5.4,.370,0.4,2.7,.148,1.6,2.7,.593,.407,0.2,0.2,1.000,0.2,2.9,3.1,1.4,0.5,0.2,1.3,2.0,4.6,2023
506,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2023
507,481,Zion Williamson,PF,22,NOP,28,28,33.1,9.8,16.3,.602,0.3,0.7,.368,9.6,15.6,.612,.609,6.1,8.6,.713,2.1,4.9,7.0,4.5,1.1,0.6,3.4,2.3,26.0,2023
508,482,Justise Winslow,SF,26,POR,29,11,26.8,2.8,6.8,.409,0.5,1.6,.311,2.3,5.3,.438,.444,0.7,1.0,.714,1.7,3.3,5.0,3.4,1.0,0.4,1.5,3.1,6.8,2023
509,483,James Wiseman,C,21,GSW,19,0,12.7,2.8,4.6,.609,0.1,0.1,.500,2.7,4.5,.612,.615,1.2,1.8,.657,0.9,2.7,3.6,0.7,0.1,0.4,0.7,1.9,6.8,2023
510,484,Christian Wood,PF,27,DAL,34,9,27.8,6.6,12.1,.543,1.8,4.5,.401,4.8,7.6,.625,.617,2.8,4.0,.704,1.2,6.8,7.9,1.5,0.5,1.0,2.2,2.9,17.7,2023
511,485,Delon Wright,PG,30,WAS,8,0,19.5,1.8,4.6,.378,0.6,2.4,.263,1.1,2.3,.500,.446,1.0,1.4,.727,0.6,1.4,2.0,3.8,2.3,0.5,0.8,1.1,5.1,2023
512,486,McKinley Wright IV,PG,24,DAL,7,0,11.6,1.0,2.1,.467,0.0,0.4,.000,1.0,1.7,.583,.467,0.0,0.3,.000,0.6,0.7,1.3,1.4,0.9,0.1,0.7,1.3,2.0,2023
513,487,Thaddeus Young,PF,34,TOR,32,9,17.4,2.3,4.2,.545,0.1,0.7,.182,2.2,3.5,.616,.560,0.4,0.6,.737,1.7,2.0,3.7,1.7,1.1,0.1,0.8,1.9,5.1,2023
514,488,Trae Young,PG,24,ATL,32,32,35.6,8.7,21.0,.415,2.2,7.2,.310,6.5,13.8,.470,.468,7.7,8.7,.892,0.8,2.1,2.8,9.9,0.8,0.2,3.8,1.5,27.4,2023
515,489,Ivica Zubac,C,25,LAC,36,36,29.8,4.0,6.4,.623,0.0,0.0,.000,4.0,6.4,.626,.623,2.2,3.3,.675,3.5,7.4,10.9,1.1,0.4,1.4,2.1,3.0,10.2,2023
